"","X","SOCIALNETW","CHECK","SOCIALNE_1","SOCIALNE_2","PERSON_WIT","SOCIALNE_3","NUMBER_OF_","RELATIONSH","GENDER","RELATION_1","LONG_LIST","SOCIALNE_4","SOCIALNE_5","SOCIALNE_6","SOCIALNE_7","UNIQUE","OBJECTID","FIELD1","ADDRESS","PRECISION","LAT","LON","ADDRESS_1","What.gender.do.you.identify.with.","gender_guess","relationship_gender","place_type"
"64",64,1194,"Correct",10087,NA,"Prentice (Brother in Law)","Brother in Law",3,"Other","M","Family","Mary, Fannie, Prentice: Home, waffle house, pancake house on mall Blvd., jazz on Broughton, river street, top crab, Ruth Chris.",NA,NA,"Place5","Top Crab","Top Crab",159,159,"7201 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","Rooftop",32.005454,-81.110087,"7201 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","Female","M","F-M",""
"65",65,1195,"Correct",10087,NA,"Prentice (Brother in Law)","Brother in Law",3,"Other","M","Family","Mary, Fannie, Prentice: Home, waffle house, pancake house on mall Blvd., jazz on Broughton, river street, top crab, Ruth Chris.",NA,NA,"Place6","Ruth Chris","Ruth's Chris Steakhouse",350,350,"111 W Bay St, Savannah, GA 31401, United States","Rooftop",32.08114,-81.092641,"111 W Bay St, Savannah, GA 31401, United States","Female","M","F-M","house, house"
"66",66,150,"Correct",10052,NA,"Bishop Darden (Bishop)","Church Relationship",NA,"Other","M","Bishop","Bishop Darden: New generations baptist church",NA,NA,"Place1","New Generations Church","New Generations Church",16,16,"2020 Tennessee Ave, Savannah, GA 31404, United States","Rooftop",32.051201,-81.063504,"2020 Tennessee Ave, Savannah, GA 31404, United States","Male","M","M-M","place_of_worship"
"67",67,385,"Correct",10058,NA,"Marcia (Friend)","Church Relationship",2,"Friendship","Undefined from relationship",NA,"Ashley & Church: Deliverance prayer tower on Waters ave",NA,NA,"Place1","Deliveran Prayer Tower","Deliveran Prayer Tower",25,25,"8011 Waters Ave, Savannah, GA 31406, United States","Rooftop",31.997777,-81.104727,"8011 Waters Ave, Savannah, GA 31406, United States","Female","F","F-F","house"
"68",68,386,"Correct",10058,NA,"Ashley (Friend)","Church Relationship",2,"Friendship","Undefined from relationship",NA,"Ashley & Church: Deliverance prayer tower on Waters ave",NA,NA,"Place1","Deliveran Prayer Tower","Deliveran Prayer Tower",25,25,"8011 Waters Ave, Savannah, GA 31406, United States","Rooftop",31.997777,-81.104727,"8011 Waters Ave, Savannah, GA 31406, United States","Female","Undefined from relationship","F-U","house"
"69",69,1358,"Correct",10101,NA,"Sandra (First Lady)","Church Relationship",2,"Other","F","Pastor & First Lady","Jerry & Sandra: Church (Hanson St).",NA,NA,"Place1","Church-Hanson Street","Savannah Freedom Bible College and Seminary",134,134,"2239 Hanson St, Savannah, GA 31404, USA",NA,32.056821,-81.055531,NA,"Female","F","F-F","administrative, administrative"
"70",70,126,"Correct",10051,NA,"Kevin (Cousin)","Cousin",NA,"Family","Undefined from relationship",NA,"Kevin: (Home on 39th), wormhole, Cuban restaurant on MLK.",NA,NA,"Place2","Wormhole","Wormhole Neighborhood Pub",153,153,"2307 Bull St, Savannah, GA 31401, United States","Rooftop",32.055256,-81.101334,"2307 Bull St, Savannah, GA 31401, United States","Male","M","M-M","house"
"71",71,127,"Correct",10051,NA,"Kevin (Cousin)","Cousin",NA,"Family","Undefined from relationship",NA,"Kevin: (Home on 39th), wormhole, Cuban restaurant on MLK.",NA,NA,"Place3","Cuban Restaurant on MLK","Cuban Restaurant on MLK",253,253,"402 Martin Luther King Jr Blvd, Savannah, GA 31401, United States","Rooftop",32.073899,-81.0994,"402 Martin Luther King Jr Blvd, Savannah, GA 31401, United States","Male","M","M-M","house, yes, restaurant"
"72",72,145,"Correct",10052,NA,"Caroline (Cousin)","Cousin",NA,"Family","Undefined from relationship",NA,"Caroline: Her house and church at New generations",NA,NA,"Place2","New Generations Church","New Generations Church",16,16,"2020 Tennessee Ave, Savannah, GA 31404, United States","Rooftop",32.051201,-81.063504,"2020 Tennessee Ave, Savannah, GA 31404, United States","Male","F","M-F","place_of_worship"
"73",73,146,"Correct",10052,NA,"Peter (Cousin)","Cousin",2,"Family","Undefined from relationship","Cousin Pair","Peter & Gladys: Older cousins, used to own jackson brothers bbq, their home off of chevy chase",NA,NA,"Place1","Jackson Brothers BBQ","Jackson Brothers BBQ",15,15,"16 W State St, Savannah, GA 31401, United States","Rooftop",32.078702,-81.092948,"16 W State St, Savannah, GA 31401, United States","Male","M","M-M","restaurant"
"74",74,148,"Correct",10052,NA,"Gladys (Cousin)","Cousin",2,"Family","Undefined from relationship","Cousin Pair","Peter & Gladys: Older cousins, used to own jackson brothers bbq, their home off of chevy chase",NA,NA,"Place1","Jackson Brothers BBQ","Jackson Brothers BBQ",15,15,"16 W State St, Savannah, GA 31401, United States","Rooftop",32.078702,-81.092948,"16 W State St, Savannah, GA 31401, United States","Male","F","M-F","restaurant"
"75",75,225,"Correct",10053,NA,"sneed (Cousin).","Cousin",NA,"Family","Undefined from relationship",NA,"Sneed: ride around savannah and eat at western sizzling, Top crab.","Ride around Savannah",NA,"Place1","Western Sizzling","Western Sizzling",18,18,"230 US-80, Pooler, GA 31322, United States","Rooftop",32.114994,-81.244251,"230 US-80, Pooler, GA 31322, United States","Female","Undefined from relationship","F-U","house, house"
"76",76,226,"Correct",10053,NA,"sneed (Cousin).","Cousin",NA,"Family","Undefined from relationship",NA,"Sneed: ride around savannah and eat at western sizzling, Top crab.","Ride around Savannah",NA,"Place2","Top Crab","Top Crab",159,159,"7201 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","Rooftop",32.005454,-81.110087,"7201 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","Female","Undefined from relationship","F-U",""
"77",77,230,"Correct",10055,NA,"Ebony (Cousin)","Cousin",2,"Family","Undefined from relationship","Cousin Pair","Ebony & Renada: Ebony's house, downtown on river street. Wild wings downtown.",NA,NA,"Place2","Downtown","Downtown",41,41,"104 E Harris St, Savannah, GA 31401, United States","Site",32.074679,-81.088261,"104 E Harris St, Savannah, GA 31401, United States","Male","Undefined from relationship","M-U","house"
"78",78,231,"Different from Google - needs to be re-geocoded",10055,NA,"Ebony (Cousin)","Cousin",2,"Family","Undefined from relationship","Cousin Pair","Ebony & Renada: Ebony's house, downtown on river street. Wild wings downtown.",NA,NA,"Place3","Wild Wings","Wild Wings",256,256,"417 Pooler Pkwy, Pooler, GA 31322, United States","Rooftop",32.006921,-81.114623,"7700 Abercorn St, Savannah, GA 31405, United States","Male","Undefined from relationship","M-U","house, restaurant"
"79",79,498,"Different from Google - needs to be re-geocoded",10064,NA,"Qianna (Cousin)","Cousin",6,"Family","Undefined from relationship","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place2","Jalapenos","Jalapeno's",152,152,"8840 Abercorn St #5, Savannah, GA 31406","7 E Broughton St, Savannah, GA 31401",32.041247,-81.009305,"107 Charlotte Rd A, Savannah, GA 31410, United States","Female","F","F-F","dentist"
"80",80,499,"Correct",10064,NA,"Qianna (Cousin)","Cousin",6,"Family","Undefined from relationship","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place3","Planet Fitness-Highway 17","Planet Fitness-Highway 17",269,269,"3609 Ogeechee Rd, Savannah, GA 31405, United States","Rooftop",32.051355,-81.144331,"3609 Ogeechee Rd, Savannah, GA 31405, United States","Female","F","F-F","primary, primary, primary, primary, primary, primary"
"81",81,500,"Correct",10064,NA,"Qianna (Cousin)","Cousin",6,"Family","Undefined from relationship","Family","Tatyanna, Brandon, Jasmine, Hanif, Qianna, Brandi: city market, jalapenos on abercorn, planet fitness on hwy 17, applebees on abercorn.",NA,NA,"Place4","Applebees-Abercorn","Applebee's",99,99,"11120 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.980385,-81.142868,"11120 Abercorn St, Savannah, GA 31419, United States","Female","F","F-F","house"
"82",82,824,"Correct",10046,NA,"Buena (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place2","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
"83",83,825,"Correct",10046,NA,"Buena (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place3","Dockside","Dockside Seafood",283,283,"201 W River St, Savannah, GA 31401, United States","Rooftop",32.083212,-81.095052,"201 W River St, Savannah, GA 31401, United States","Female","F","F-F","house"
"84",84,826,"Correct",10046,NA,"Buena (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place4","Forsyth Park","Forsyth Park",3,3,"Savannah, GA 31401, United States","Site",32.074679,-81.088261,"Savannah, GA 31401, United States","Female","F","F-F","administrative"
"85",85,827,"Correct",10046,NA,"Buena (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place5","Enmarket Arena","Enmarket Arena",9,9,"620 Stiles Ave, Savannah, GA 31415, United States","Rooftop",32.074145,-81.111533,"620 Stiles Ave, Savannah, GA 31415, United States","Female","F","F-F","stadium"
"86",86,828,"Correct",10046,NA,"Buena (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place6","Holy Spirit Lutheran Church","Holy Spirit Lutheran Church",390,390,"622 E 37th St, Savannah, GA 31401, United States","Rooftop",32.055103,-81.091715,"622 E 37th St, Savannah, GA 31401, United States","Female","F","F-F","house"
"87",87,830,"Correct",10046,NA,"Janice (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place2","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
"88",88,831,"Correct",10046,NA,"Janice (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place3","Dockside","Dockside Seafood",283,283,"201 W River St, Savannah, GA 31401, United States","Rooftop",32.083212,-81.095052,"201 W River St, Savannah, GA 31401, United States","Female","F","F-F","house"
"89",89,832,"Correct",10046,NA,"Janice (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place4","Forsyth Park","Forsyth Park",3,3,"Savannah, GA 31401, United States","Site",32.074679,-81.088261,"Savannah, GA 31401, United States","Female","F","F-F","administrative"
"90",90,833,"Correct",10046,NA,"Janice (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place5","Enmarket Arena","Enmarket Arena",9,9,"620 Stiles Ave, Savannah, GA 31415, United States","Rooftop",32.074145,-81.111533,"620 Stiles Ave, Savannah, GA 31415, United States","Female","F","F-F","stadium"
"91",91,834,"Correct",10046,NA,"Janice (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place6","Holy Spirit Lutheran Church","Holy Spirit Lutheran Church",390,390,"622 E 37th St, Savannah, GA 31401, United States","Rooftop",32.055103,-81.091715,"622 E 37th St, Savannah, GA 31401, United States","Female","F","F-F","house"
"92",92,836,"Correct",10046,NA,"Brenda (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place2","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","F","F-F","residential, attraction"
"93",93,837,"Correct",10046,NA,"Brenda (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place3","Dockside","Dockside Seafood",283,283,"201 W River St, Savannah, GA 31401, United States","Rooftop",32.083212,-81.095052,"201 W River St, Savannah, GA 31401, United States","Female","F","F-F","house"
"94",94,838,"Correct",10046,NA,"Brenda (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place4","Forsyth Park","Forsyth Park",3,3,"Savannah, GA 31401, United States","Site",32.074679,-81.088261,"Savannah, GA 31401, United States","Female","F","F-F","administrative"
"95",95,839,"Correct",10046,NA,"Brenda (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place5","Enmarket Arena","Enmarket Arena",9,9,"620 Stiles Ave, Savannah, GA 31415, United States","Rooftop",32.074145,-81.111533,"620 Stiles Ave, Savannah, GA 31415, United States","Female","F","F-F","stadium"
"96",96,840,"Correct",10046,NA,"Brenda (Cousin)","Cousin",3,"Family","Undefined from relationship","Cousins","Brenda, Buena, & Janice: Buenas house, River st., dockside, Forsyth park, enmarket arena for concerts, Holy Spirit lutheran church.",NA,NA,"Place6","Holy Spirit Lutheran Church","Holy Spirit Lutheran Church",390,390,"622 E 37th St, Savannah, GA 31401, United States","Rooftop",32.055103,-81.091715,"622 E 37th St, Savannah, GA 31401, United States","Female","F","F-F","house"
"97",97,846,"Correct",10061,NA,"Nisha (Cousin)","Cousin",NA,"Family","Undefined from relationship",NA,"Nisha: Applebees, southside mediterranean restaurant.",NA,NA,"Place1","Applebees","Applebee's",82,82,"11120 Abercorn St, Savannah, GA 31419, United States","Rooftop",31.980385,-81.142868,"11120 Abercorn St, Savannah, GA 31419, United States","Female","F","F-F","house"
"98",98,847,"Different from Google - needs to be re-geocoded",10061,NA,"Nisha (Cousin)","Cousin",NA,"Family","Undefined from relationship",NA,"Nisha: Applebees, southside mediterranean restaurant.",NA,NA,"Place2","Southside Mediterranean Restaurant","Yia Yia's Kitchen & Marketplace",206,206,"3113 Habersham St, Savannah, GA 31405, United States",NA,32.054279,-81.096502,"2311 Habersham St, Savannah, GA 31401, United States","Female","F","F-F","restaurant"
"99",99,851,"Correct",10073,NA,"Leola (Cousin)","Cousin",NA,"Family","Undefined from relationship",NA,"Leola: Hospital (Emergency).",NA,NA,"Place1","Hospital","Memorial Health Doctors",85,85,"4700 Waters Ave, Savannah, GA 31404, United States","Rooftop",32.031761,-81.090349,"4700 Waters Ave, Savannah, GA 31404, United States","Female","F","F-F","hospital, hospital, hospital, hospital, hospital, fountain, shelter, siren, house"
"100",100,994,"Correct",10029,NA,"Ashley (Cousin)","Cousin",NA,"Family","Undefined from relationship",NA,"Ashley: Home, church (Lutheran Church), The 5 spot.",NA,NA,"Place3","The 5 Spot","5 Spot",59,59,"4430 Habersham St, Savannah, GA 31405, United States","Rooftop",32.037508,-81.102249,"4430 Habersham St, Savannah, GA 31405, United States","Female","Undefined from relationship","F-U","house"
"101",101,1221,"Correct",10088,NA,"Shawn (Cousin)","Cousin",6,"Family","Undefined from relationship","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place1","Downtown","Downtown",41,41,"104 E Harris St, Savannah, GA 31401, United States","Site",32.074679,-81.088261,"104 E Harris St, Savannah, GA 31401, United States","Female","Undefined from relationship","F-U","house"
"102",102,1222,"Correct",10088,NA,"Shawn (Cousin)","Cousin",6,"Family","Undefined from relationship","Family","Robin, Keisha, Towanna, Shawn, Kayla, & Barbara: Restaurants downtown, river street, pant riverside, restaurants on the southside and on Abercorn.",NA,NA,"Place2","River Street","River Street",8,8,"River St, Georgia 31401, USA","Street",32.085318,-81.099275,"River St, Georgia 31401, USA","Female","Undefined from relationship","F-U","residential, attraction"
